formula,ref_energy_eV,min_final_log_eV,delta_eV
Ga2I16Nb2,-2.996490478515625,-2.993788,0.0027024785156251063
Ga2I16Ta2,-3.182988739013672,-3.181855,0.001133739013671864
Ga2I16V2,-2.828143310546875,-2.832543,-0.004399689453124633
Ga2K12P6,-2.950551986694336,-2.957113,-0.006561013305664165
Ga2Na10Te8,-3.018138313293457,-2.998129,0.0200093132934569
Ga4Ir4S12,-5.374981689453125,-5.350102,0.02487968945312513
Ga4K8S10,-3.9249895269220527,-3.924547,0.0004425269220527106
Ga4P12Sr12,-4.460169110979352,-4.460169,1.1097935281867422e-07
Ga4Rh4S12,-5.120869445800781,-5.120875,-5.554199218771316e-06
Ga8Se20Sn8,-4.034476386176215,-4.004625,0.0298513861762153
GeLa6Se7,-6.079138619559152,-6.079139,-3.8044084771371445e-07
GeLa6Te7,-5.540894644601004,-5.540886,8.644601003915398e-06
Ge2Ir4S10,-5.800484657287598,-5.591901,0.20858365728759765
Ge2Ir4Se10,-5.34175968170166,-5.075595,0.2661646817016603
Ge2Ir4Te10,-5.0220794677734375,-4.828763,0.19331646777343714
Ge2Na16P8,-3.197711651141827,-3.160387,0.03732465114182704
Ge2Rh4S10,-5.442689895629883,-5.336143,0.10654689562988295
Ge2Rh4Se10,-5.025646209716797,-4.881308,0.14433820971679712
Ge2Rh4Te10,-4.727777481079102,-4.61958,0.10819748107910154
Ge4Rb16Te16,-3.155567169189453,-3.155591,-2.3830810546687786e-05
HfI6Ru,-4.109003067016602,-4.10901,-6.932983398044712e-06
HfS8Sr6,-5.577964782714844,-5.577963,1.7827148441895702e-06
Hf2I16Zr2,-3.988157272338867,-3.987991,0.0001662723388671239
Hf2I18Ta2,-3.896140358664773,-3.889273,0.006867358664772727
Hf2K16P8,-3.564258282001202,-3.532435,0.0318232820012021
Hf2Na16P8,-3.744039388803335,-3.755194,-0.011154611196664721
Hf2Rb8S8,-4.7461060418023004,-4.762902,-0.016795958197699967
Hf2Rb8Se8,-4.382976531982422,-4.396303,-0.013326468017577753
Hf4I18K2,-3.9059133529663086,-3.914278,-0.00836464703369133
Hf4K16S16,-4.828973558213976,-4.83041,-0.0014364417860237566
Hf4K16Se16,-4.4608154296875,-4.462549,-0.001733570312500099
Hf4Na20P12,-4.218924204508464,-4.218932,-7.79549153584469e-06
Hf4Rb16Te16,-3.977959950764974,-3.970778,0.0071819507649739656
Hf4S5Se3,-7.404951731363933,-7.405759,-0.000807268636067171
Hf4S6Se2,-7.486559549967448,-7.488126,-0.0015664500325520692
Hg12Rb4S14,-2.5704312642415363,-2.558537,0.0118942642415365
Hg12Rb4Se14,-2.3211034138997397,-2.292665,0.02843841389973978
Hg2K12Te8,-2.687317588112571,-2.687345,-2.7411887429273918e-05
Hg2Mn12Se14,-6.111545017787388,-5.994955,0.11659001778738798
Hg2Ni4Se6,-3.9830621083577475,-3.983059,3.1083577476387347e-06
Hg2Pt4S6,-4.466508229573567,-4.442614,0.02389422957356757
Hg2Rb12Te8,-2.6037784923206675,-2.603779,-5.076793323510742e-07
Hg3I8K2,-1.8569576556865985,-1.844695,0.012262655686598567
Hg3I8Rb2,-1.8552090571476862,-1.83789,0.017319057147686223
Hg6P4Se16,-3.1709019587590146,-3.169702,0.0011999587590145744
I10Pb2Sn3,-2.895064036051432,-2.864641,0.03042303605143193
I12P4Sr12,-3.7215159279959544,-3.666542,0.05497392799595424
I12Pb2Rb8,-2.804160724986683,-2.80417,-9.275013316933922e-06
I12Rb8Sn2,-2.794370651245117,-2.794369,1.6512451170846987e-06
I16In2Nb2,-2.96356315612793,-2.959205,0.004358156127930002
I16In4Tl4,-2.4616684913635254,-2.464333,-0.002664508636474494
I16Mn4Na8,-3.4816883632114957,-3.48171,-2.1636788504419968e-05
I18Mn4V2,-3.8326848347981772,-3.818848,0.013836834798177211
I18Rb6Sc4,-3.4679625374930247,-3.465245,0.0027175374930248353
I18Ta2Zr2,-3.772905869917436,-3.773994,-0.0010881300825640317
IPb2Sb,-3.522768974304199,-3.532966,-0.010197025695800832
ISb5Sr8,-3.6790368216378346,-3.679039,-2.1783621653170826e-06
I20La4Tl8,-3.278590202331543,-3.278559,3.12023315429677e-05
I32In4P4,-2.3035232543945314,-2.309461,-0.0059377456054687805
I4Mn4Te12,-4.116268157958984,-4.136146,-0.019877842041015725
I6IrRh,-3.3839399814605713,-3.385262,-0.0013220185394287043
I6MgPt,-2.5875895023345947,-2.588965,-0.0013754976654052342
I6MnNi,-3.226775884628296,-3.226745,3.0884628295702043e-05
I6NiRu,-3.1294891834259033,-3.130477,-0.0009878165740966338
I6PbZr,-3.5088987350463867,-3.508899,-2.6495361327150135e-07
I6PtRu,-3.1889002323150635,-3.18988,-0.0009797676849365722
I8K2Zn3,-2.289035356961764,-2.274038,0.014997356961763852
I8K6Pb,-2.837859598795573,-2.819946,0.017913598795573193
I8K6Sn,-2.8286425272623696,-2.818091,0.010551527262369742
I8K6Sr,-2.9123189290364584,-2.912331,-1.2070963541610524e-05
I8Na6Pb,-2.7370361328125,-2.732005,0.005031132812499894
I8Na6Sn,-2.7302586873372396,-2.730246,1.2687337239469798e-05
I8PbTl6,-2.6872314453125,-2.680496,0.006735445312499699
I8Pb3Sn,-2.910040537516276,-2.910714,-0.0006734624837241299
I8PdPt3,-3.1448033650716147,-3.115236,0.029567365071614837
I8Pd3Pt,-3.04071839650472,-3.025087,0.01563139650472012
I8Rb2Zn3,-2.2838250673734226,-2.26344,0.020385067373422494
I8Rb6Sr,-2.8730377197265624,-2.873029,8.719726562578245e-06
I8S12Si8,-4.324652808053153,-4.304712,0.01994080805315246
I8Se12Si8,-3.9122826712472096,-3.889016,0.023266671247209825
I8Si8Te12,-3.492657252720424,-3.483677,0.008980252720423909
I8SnTl6,-2.6764854431152343,-2.668918,0.007567443115234163
In12K4Te20,-3.2820491790771484,-3.237203,0.044846179077148385
In12Na4Te20,-3.2639632754855685,-3.224138,0.03982527548556858
In12Rb4Te20,-3.262793223063151,-3.232778,0.030015223063150742
In4Na12Se12,-3.40246091570173,-3.389426,0.01303491570173021
In8P12Rb12,-3.4290599822998047,-3.429068,-8.017700195317445e-06
IrS4Sb,-5.213500022888184,-5.213635,-0.00013497711181642558
IrSbSe4,-4.744086265563965,-4.747568,-0.0034817344360353886
Ir3PS7,-5.961199673739347,-5.72934,0.23185967373934702
Ir3PSe7,-5.494175997647372,-5.424451,0.06972499764737172
Ir3SbSe7,-5.342819907448509,-5.288881,0.05393890744850882
Ir3SbTe7,-5.078160719438032,-5.037932,0.040228719438032634
Ir4Nb4Se16,-6.114286422729492,-6.07612,0.03816642272949178
Ir4Pd2Te8,-5.376836504255023,-5.310825,0.06601150425502222
Ir4S10Si2,-5.9758172035217285,-5.701384,0.2744332035217285
Ir4S10Sn2,-5.709423065185547,-5.614604,0.09481906518554695
Ir4S16Ta4,-6.971925099690755,-6.933341,0.03858409969075449
Ir4Se10Si2,-5.485520362854004,-5.190909,0.29461136285400347
Ir4Se16Ta4,-6.417409261067708,-6.383007,0.03440226106770794
Ir4Se16V4,-5.857228597005208,-5.842321,0.01490759700520794
Ir4Si2Te10,-5.138695240020752,-4.874937,0.2637582400207519
Ir4Te16Ti4,-5.3910980224609375,-5.388788,0.0023100224609375886
Ir4Te16V4,-5.412670771280925,-5.410856,0.0018147712809248873
Ir8S14Se2,-6.043376922607422,-5.940298,0.10307892260742157
K12Mg2S8,-3.4281741055575283,-3.428185,-1.0894442471709453e-05
K12Mg2Se8,-3.1999886252663354,-3.199987,1.6252663352922525e-06
K12Mg2Te8,-2.9389544400301846,-2.938961,-6.559969815356226e-06
K12P8W2,-4.1628549749201,-4.162856,-1.0250799000743882e-06
K12Pb2S8,-3.419919100674716,-3.423584,-0.003664899325284132
K12Pb2Se8,-3.2226056185635654,-3.222656,-5.038143643476545e-05
K12Pb2Te8,-2.9996428056196733,-2.98603,0.013612805619673374
K12S14Si4,-4.229996744791666,-4.233003,-0.0030062552083336413
K12Se14Si4,-3.8163060506184894,-3.813436,0.0028700506184895502
K12Te12Tl4,-2.9304210117885043,-2.925468,0.00495301178850438
K12Te16V4,-3.8767735958099365,-3.876781,-7.404190063287075e-06
K12Te8Zn2,-2.8214295127175073,-2.821419,1.0512717507182856e-05
K14Nb2P8,-3.713685671488444,-3.713687,-1.3285115563199668e-06
K14P8Ta2,-3.8682851791381836,-3.868293,-7.820861816387747e-06
K16Pb4S16,-3.645875718858507,-3.649671,-0.0037952811414929677
K16Pb4Se16,-3.3739085727267795,-3.373946,-3.7427273220647095e-05
K16S16Zr4,-4.651810116238064,-4.654338,-0.002527883761936245
K16Se16Ti4,-4.186020745171441,-4.186047,-2.6254828559224563e-05
K16Se16Zr4,-4.297671847873264,-4.297699,-2.7152126735430215e-05
K16Si4Te16,-3.3195230695936413,-3.319515,8.06959364130222e-06
K16Sn4Te16,-3.1799723307291665,-3.179975,-2.6692708336994997e-06
K16Te16Ti4,-3.7622773912217884,-3.764132,-0.0018546087782116416
K16Te16Zr4,-3.8817401462131076,-3.881655,8.514621310773407e-05
K20P12Si4,-3.427705340915256,-3.427752,-4.665908474388303e-05
K20P12Zr4,-3.9185977511935763,-3.892921,0.025676751193576486
K4P4Pt4,-4.803094228108724,-4.824315,-0.02122077189127669
K4Pt10S12,-5.039722149188702,-5.011463,0.02825914918870165
K4Sc12Se20,-5.856953938802083,-5.856803,0.00015093880208283394
K4Sc12Te20,-5.223996056450738,-5.196881,0.02711505645073764
K4Se6Tl8,-3.075464884440104,-3.086532,-0.011067115559896035
K8PbTe6,-2.9974085489908853,-2.971437,0.025971548990885385
K8S8Ti2,-4.542274475097656,-4.537732,0.004542475097656151
La12P4S12,-6.6840635027204245,-6.6841,-3.6497279575442576e-05
La2P6Sr6,-4.952979496547154,-4.953004,-2.4503452846325047e-05
La4PdSe7,-5.8725941975911455,-5.872593,1.1975911453632193e-06
La4PdTe7,-5.339078267415364,-5.340982,-0.001903732584636053
La4PtSe7,-5.954367319742839,-5.860444,0.09392331974283863
La4PtTe7,-5.4173533121744795,-5.419106,-0.0017526878255207379
La4Sc4Te12,-5.558016204833985,-5.558156,-0.00013979516601558828
La6Sb2Te6,-5.577069963727679,-5.578722,-0.0016520362723211335
La8Se20Si4,-5.539697170257568,-5.505114,0.03458317025756852
Li14P8Ta2,-4.630549430847168,-4.612147,0.01840243084716775
Li16S12Si2,-4.266221110026041,-4.248882,0.017339110026041382
Li16Se16Si4,-4.026438395182292,-4.028946,-0.0025076048177083976
Li4Pd6Se8,-4.3350982666015625,-4.255239,0.07985926660156206
Li4S6Ti2,-5.356329600016276,-5.3574,-0.0010703999837238243
Mg2Rb12S8,-3.3056040677157315,-3.305624,-1.9932284268442402e-05
Mg2Rb12Se8,-3.091552734375,-3.091545,7.734375000012506e-06
Mg2Rb12Te8,-2.8489676388827236,-2.848981,-1.3361117276566858e-05
Mg6Rb4Te8,-3.142531500922309,-3.142907,-0.0003754990776911882
MnNb2S6,-6.8574807908799915,-6.851139,0.006341790879991649
MnP2S7,-5.1756938934326175,-5.175467,0.00022689343261728112
MnP2Se6,-4.739285786946614,-4.739881,-0.0005952130533852795
MnP2Te6,-4.301784091525608,-4.301978,-0.00019390847439204606
MnRh4Te8,-5.279050973745493,-5.247241,0.0318099737454931
MnSe4Zn3,-4.000146865844727,-4.000147,-1.341552735567575e-07
Mn2Rb12Se8,-3.6442149769176138,-3.64422,-5.023082386035327e-06
Mn2Rb12Te8,-3.4040034901012075,-3.40402,-1.650989879253828e-05
Mn3S4Se2,-6.181488884819879,-6.183811,-0.00232211518012182
Mn6S8Tl4,-5.840901268853082,-5.8534,-0.012498731146918018
Mn8Ni12Te20,-5.359595489501953,-5.327418,0.03217748950195354
MoP4W,-8.026586532592773,-8.026585,1.5325927726905775e-06
Mo2Na12P8,-4.0816709345037285,-4.081673,-2.065496271796974e-06
Mo6Sb12Te2,-6.097574615478516,-6.08774,0.009834615478515829
Mo8S8Te16,-5.699943542480469,-5.613139,0.08680454248046843
Na10Se8Tl2,-3.181181526184082,-3.181198,-1.6473815918072177e-05
Na12S12Tl4,-3.474175589425223,-3.466219,0.007956589425222926
Na12S14Si4,-4.244320170084635,-4.227379,0.01694117008463536
Na12S14Ti4,-4.757257080078125,-4.751008,0.006249080078124969
Na12Se12Tl4,-3.1974945068359375,-3.192111,0.005383506835937357
Na14Nb2P8,-3.8727137247721353,-3.878728,-0.006014275227864907
Na16P8Si2,-3.292979900653546,-3.292975,4.900653545636402e-06
Na16P8Sn2,-3.1471827580378604,-3.133065,0.014117758037860195
Na16P8Zr2,-3.636143317589393,-3.649448,-0.013304682410606894
Na4Pd10S12,-4.637961754432092,-4.601163,0.03679875443209202
Na4Pt10S12,-5.0370354285606975,-4.930872,0.1061634285606976
Na4S14Sn6,-4.236169497172038,-4.196813,0.039356497172038374
Na8Si8Te20,-3.6230040656195746,-3.593163,0.029841065619574447
Nb2P8Rb14,-3.5730568567911782,-3.573088,-3.114320882158239e-05
Nb4Ni6Se16,-5.634730412409856,-5.560729,0.07400141240985558
Nb4Pd6Te16,-5.102313701923077,-5.041336,0.06097770192307639
Nb4Pt6S16,-6.228900029109075,-6.130734,0.09816602910907424
Nb4Pt6Se16,-5.746600811298077,-5.652541,0.09405981129807639
Nb4Rh4Te16,-5.45387077331543,-5.451864,0.002006773315430088
Nb6S12Sb2,-6.872830200195312,-6.854552,0.018278200195312344
Ni6S16V4,-5.89587637094351,-5.837739,0.058137370943510014
Ni6Se16V4,-5.391896761380709,-5.325393,0.06650376138070868
OsRu3Se8,-5.942571640014648,-5.942572,-3.599853517499696e-07
Os2Re2Se8,-6.579987208048503,-6.577409,0.002578208048502617
Os3RuS8,-6.738709767659505,-6.738705,4.767659504523181e-06
Os3RuSe8,-6.145688374837239,-6.145689,-6.251627606701504e-07
P12Pb2Pt8,-6.110952203924006,-6.110946,6.203924005632189e-06
P12Sc4Sr12,-5.136264256068638,-5.136302,-3.7743931361688965e-05
PRh3Se7,-5.144950866699219,-4.993335,0.15161586669921867
P4Pt4Rb4,-4.755364735921224,-4.759417,-0.004052264078776346
P4Rb4Ti2,-4.767161560058594,-4.767206,-4.4439941405904904e-05
P4Re2Ru,-8.408699035644531,-8.390924,0.0177750356445312
P4S2Sr8,-4.46721076965332,-4.390813,0.07639776965332068
P8Rb12W2,-4.040979905561968,-4.040991,-1.1094438032266396e-05
P8Rb14Ta2,-3.7261412938435874,-3.726193,-5.1706156412478776e-05
PbSe2Sr,-4.411168098449707,-4.411168,9.844970705330525e-08
Pb2Rb12S8,-3.3178482055664062,-3.317878,-2.9794433593632874e-05
Pb2Rb12Te8,-2.923775412819602,-2.923765,1.041281960212359e-05
Pb4Rb16Se16,-3.3152027130126953,-3.315243,-4.0286987304849475e-05
Pb6S8Zr,-4.994204711914063,-4.977189,0.017015711914062592
PdRh2Te4,-5.025841304234096,-5.025844,-2.695765903837355e-06
Pd6S16Ta4,-6.2741558368389425,-6.195178,0.07897783683894222
Pd6Se16V4,-5.2561809833233175,-5.199615,0.05656598332331786
Pd6Ta4Te16,-5.335185124323918,-5.271807,0.06337812432391843
Pt3Se8Sn,-4.54434331258138,-4.55529,-0.010946687418620371
Pt5S2Se8,-4.805318196614583,-4.733794,0.07152419661458342
Pt5S2Te8,-4.609892781575521,-4.569656,0.04023678157552091
Pt5Se2Te8,-4.5596160888671875,-4.543269,0.016347088867187942
Pt6Se16V4,-5.469935490534856,-5.376617,0.09331849053485541
Rb12S14Si4,-4.169145711263021,-4.170572,-0.001426288736978698
Rb12Se14Si4,-3.7605941772460936,-3.769881,-0.009286822753906243
Rb16Se16Sn4,-3.4602432250976562,-3.460253,-9.774902343551162e-06
Rb16Se16Ti4,-4.118477715386285,-4.118449,2.871538628479442e-05
Rb16Se16Zr4,-4.236300150553386,-4.236313,-1.2849446614282556e-05
Rb16Si4Te16,-3.2631729973687067,-3.261956,0.0012169973687066182
Rb16Sn4Te16,-3.1332995096842446,-3.120808,0.01249150968424484
Rb16Te16Ti4,-3.7078649732801647,-3.70789,-2.5026719835175015e-05
Rb16Te16Zr4,-3.8320244683159723,-3.832052,-2.7531684027692904e-05
Rb2S10Sc6,-6.373182508680555,-6.371585,0.0015975086805557481
Rb2Se6Ta2,-5.6100715637207035,-5.603867,0.006204563720703327
Rb4S10Sn4,-4.154186672634548,-4.15418,6.672634548010592e-06
Rb4S20Y12,-6.556422763400608,-6.514641,0.04178176340060791
Rb4Sc12Se20,-5.843668195936415,-5.807226,0.036442195936414734
Rb4Sc12Te20,-5.214796278211805,-5.209037,0.005759278211804997
Rb4Se20Y12,-6.044844733344184,-6.03412,0.010724733344184223
Rb4Te20Y12,-5.430672539605035,-5.419848,0.010824539605034822
Rb8S8Ti2,-4.4620107014973955,-4.462876,-0.0008652985026040838
Rb8S8Zr2,-4.588194105360243,-4.588468,-0.00027389463975691086
Rb8Si8Te20,-3.6528528001573353,-3.614961,0.037891800157335176
Re4S3Se5,-7.105847676595052,-7.097148,0.008699676595051997
RhS4Sb,-4.976085980733235,-4.976657,-0.0005710192667649494
Rh4S10Si2,-5.614230632781982,-5.506484,0.10774663278198204
Rh4S10Sn2,-5.355371475219727,-5.29477,0.06060147521972681
Rh4Se10Si2,-5.164482116699219,-5.06303,0.10145211669921839
Rh4Se10Sn2,-4.963447570800781,-4.882047,0.08140057080078122
Rh4Se16Ta4,-6.203031539916992,-6.175124,0.027907539916991908
Rh4Si2Te10,-4.8354692459106445,-4.673931,0.16153824591064492
Rh4SnTe7,-5.0583343505859375,-5.068804,-0.010469649414062587
Rh4Te16V4,-5.216531117757161,-5.218412,-0.0018808822428386662
RuS6Ta2,-7.330410427517361,-7.300329,0.030081427517361092
RuS6V2,-6.582662794325087,-6.573601,0.00906179432508658
RuSe6Ta2,-6.708858066134983,-6.68819,0.0206680661349834
S10Sc6Tl2,-6.346609327528212,-6.346613,-3.6724717880076696e-06
S16Sr6Ta4,-6.273218008188101,-6.240763,0.03245500818810054
S2SeY2,-6.96053466796875,-6.909994,0.05054066796874945
S8Sr6Zr,-5.473824055989583,-5.433699,0.04012505598958338
Sb4Sr8Te2,-3.84130859375,-3.770782,0.07052659374999992
Sc6Se10Tl2,-5.8199950324164496,-5.768563,0.051432032416449225
Se16Si4Sn8,-4.36688368661063,-4.349164,0.01771968661063017
Se16Sn6Tl8,-3.6866002400716145,-3.677269,0.009331240071614566
Se4Sn5Te,-4.106324005126953,-4.096284,0.010040005126953133
Te12Tl12Zr3,-3.9019238507306135,-3.867297,0.034626850730613334
Te16Ti4Tl16,-3.7594918145073786,-3.757316,0.0021758145073786928
